.,.,.,a,magnificent,drama,well,worth,tracking,down,.,1,1,correct,,,,,,,,,,,,,,,,,,,
0,0,0,1,1,0,1,1,1,1,0,,,,,,,,,,,,,,,,,,,,,,
think,of,it,as,gidget,",",only,with,muscles,and,a,lot,more,smarts,",",but,just,as,endearing,and,easy,to,watch,.,1,1,correct,,,,,,
0,0,0,0,0,0,1,0,0,0,1,1,1,0,0,1,1,1,1,0,1,0,0,0,,,,,,,,,
sweet,home,alabama,is,one,dumb,movie,",",but,its,stupidity,is,so,relentlessly,harmless,that,it,almost,wins,you,over,in,the,end,.,0,0,correct,,,,,
1,1,0,1,1,1,0,0,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,,,,,,,,
i,was,hoping,that,it,would,be,sleazy,and,fun,",",but,it,was,neither,.,0,0,correct,,,,,,,,,,,,,,
0,0,1,1,0,0,0,0,0,0,0,1,1,1,1,0,,,,,,,,,,,,,,,,,
instead,of,building,to,a,laugh,riot,we,are,left,with,a,handful,of,disparate,funny,moments,of,no,real,consequence,.,0,0,correct,,,,,,,,
1,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,,,,,,,,,,,
terrible,.,0,0,correct,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
this,new,movie,version,of,the,alexandre,dumas,classic,is,the,stuff,of,high,romance,",",brought,off,with,considerable,wit,.,1,1,correct,,,,,,,,
1,1,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,1,1,1,0,0,,,,,,,,,,,
once,[,kim,],begins,to,overplay,the,shock,tactics,and,bait-and-tackle,metaphors,",",you,may,decide,it,'s,too,high,a,price,to,pay,for,a,shimmering,picture,postcard,0,0,correct
0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,,,
a,cartoon,that,'s,truly,cinematic,in,scope,",",and,a,story,that,'s,compelling,and,heartfelt,--,even,if,the,heart,belongs,to,a,big,",",four-legged,herbivore,.,1,1,correct
1,1,1,0,1,1,1,0,0,0,1,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,,,
jeong-hyang,lee,'s,film,is,deceptively,simple,",",deeply,satisfying,.,1,1,correct,,,,,,,,,,,,,,,,,,,
0,0,0,0,1,1,1,1,1,1,0,,,,,,,,,,,,,,,,,,,,,,
it,'s,hard,to,care,about,a,film,that,proposes,as,epic,tragedy,the,plight,of,a,callow,rich,boy,who,is,forced,to,choose,between,his,beautiful,",",self-satisfied,0,0,correct
1,0,1,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,,
one,of,[,jaglom,'s,],better,efforts,--,a,wry,and,sometime,bitter,movie,about,love,.,1,1,correct,,,,,,,,,,,,
0,1,0,0,0,0,1,0,0,1,1,1,1,1,0,0,0,0,,,,,,,,,,,,,,,
disappointingly,",",the,characters,are,too,strange,and,dysfunctional,",",tom,included,",",to,ever,get,under,the,skin,",",but,this,is,compensated,in,large,part,by,the,off-the-wall,1,1,correct
1,0,0,0,0,1,1,0,0,0,0,1,1,1,1,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,,,
goofy,",",nutty,",",consistently,funny,.,and,educational,!,1,1,correct,,,,,,,,,,,,,,,,,,,,
1,0,1,1,1,1,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,
coppola,has,made,a,film,of,intoxicating,atmosphere,and,little,else,.,1,0,wrong,,,,,,,,,,,,,,,,,,
0,1,1,1,1,1,1,0,0,1,0,0,,,,,,,,,,,,,,,,,,,,,
it,will,come,as,no,surprise,that,the,movie,is,n't,scary,.,but,here,'s,the,real,damn,:,it,is,n't,funny,",",either,.,0,0,correct,,,
1,1,1,1,0,0,0,0,0,0,0,1,0,1,1,1,1,1,1,0,0,1,1,0,0,0,0,,,,,,
just,like,the,deli,sandwich,:,lots,of,ham,",",lots,of,cheese,",",with,a,sickly,sweet,coating,to,disguise,its,excrescence,until,just,after,(,or,during,),0,0,correct
1,1,0,0,0,0,1,1,0,0,1,1,0,1,1,1,1,1,0,0,0,0,0,1,0,1,0,0,0,0,,,
though,clearly,well-intentioned,",",this,cross-cultural,soap,opera,is,painfully,formulaic,and,stilted,.,0,0,correct,,,,,,,,,,,,,,,,
1,1,0,0,1,1,0,0,1,1,1,0,1,0,,,,,,,,,,,,,,,,,,,
what,sets,ms,.,birot,'s,film,apart,from,others,in,the,genre,is,a,greater,attention,to,the,parents,--,and,particularly,the,fateful,fathers,--,in,the,emotional,1,1,correct
0,1,1,0,0,0,0,1,1,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
not,completely,loveable,--,but,what,underdog,movie,since,the,bad,news,bears,has,been,?,--,but,certainly,hard,to,hate,.,0,0,correct,,,,,,,
1,0,0,0,1,1,1,0,0,0,0,0,0,1,0,0,0,1,1,1,0,0,0,,,,,,,,,,
serious,and,thoughtful,.,1,1,correct,,,,,,,,,,,,,,,,,,,,,,,,,,
1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
in,a,strange,way,",",egoyan,has,done,too,much,.,he,'s,worked,too,hard,on,this,movie,.,0,0,correct,,,,,,,,,,
1,0,0,0,0,0,1,1,1,1,0,0,0,1,1,1,0,0,0,0,,,,,,,,,,,,,
meyjes,.,.,.,has,done,his,homework,and,soaked,up,some,jazzy,new,revisionist,theories,about,the,origins,of,nazi,politics,and,aesthetics,.,0,1,wrong,,,,,
0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,
a,moody,horror/thriller,elevated,by,deft,staging,and,the,director,'s,well-known,narrative,gamesmanship,.,1,1,correct,,,,,,,,,,,,,,,
1,1,0,0,1,1,0,0,0,0,0,1,0,0,0,,,,,,,,,,,,,,,,,,
the,movie,makes,absolutely,no,sense,.,its,underlying,mythology,is,a,hodgepodge,of,inconsistencies,that,pose,the,question,:,since,when,did,dumb,entertainment,have,to,be,this,dumb,0,0,correct
0,0,1,1,0,0,0,0,1,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
an,intimate,",",good-humored,ethnic,comedy,like,numerous,others,but,cuts,deeper,than,expected,.,1,1,correct,,,,,,,,,,,,,,,
0,1,1,1,0,0,0,0,0,0,0,1,0,0,0,,,,,,,,,,,,,,,,,,
by,turns,pretentious,",",fascinating,",",ludicrous,",",provocative,and,vainglorious,.,0,0,correct,,,,,,,,,,,,,,,,,,
1,1,1,1,1,1,1,1,0,1,1,0,,,,,,,,,,,,,,,,,,,,,
less,dizzying,than,just,dizzy,",",the,jaunt,is,practically,over,before,it,begins,.,0,0,correct,,,,,,,,,,,,,,,
1,1,0,0,0,0,0,0,1,1,1,0,0,0,0,,,,,,,,,,,,,,,,,,
feels,less,like,a,cousin,to,blade,runner,than,like,a,bottom-feeder,sequel,in,the,escape,from,new,york,series,.,0,0,correct,,,,,,,,,
1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,
all,the,movie,'s,narrative,gymnastics,ca,n't,disguise,the,fact,that,it,'s,inauthentic,at,its,core,and,that,its,story,just,is,n't,worth,telling,.,0,0,correct,,
1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,,,,,
.,.,.,a,gleefully,grungy,",",hilariously,wicked,black,comedy,.,.,.,0,1,wrong,,,,,,,,,,,,,,,,
0,0,0,1,1,1,1,1,1,0,0,0,0,0,,,,,,,,,,,,,,,,,,,
the,combination,of,lightness,and,strictness,in,this,instance,gives,italian,for,beginners,an,amiable,aimlessness,that,keeps,it,from,seeming,predictably,formulaic,.,1,1,correct,,,,,,
1,1,1,0,0,0,0,1,0,1,1,1,0,0,1,0,0,1,1,1,0,0,0,0,,,,,,,,,
quite,simply,",",a,joy,to,watch,and,--,especially,--,to,listen,to,.,1,1,correct,,,,,,,,,,,,,,,
1,1,1,1,1,0,0,0,0,1,1,1,0,0,0,,,,,,,,,,,,,,,,,,
hoffman,'s,performance,is,authentic,to,the,core,of,his,being,.,1,1,correct,,,,,,,,,,,,,,,,,,
0,0,1,1,1,1,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,
a,very,funny,romantic,comedy,about,two,skittish,new,york,middle-agers,who,stumble,into,a,relationship,and,then,struggle,furiously,with,their,fears,and,foibles,.,1,1,correct,,,,
0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,
hey,arnold,!,is,now,stretched,to,barely,feature,length,",",with,a,little,more,attention,paid,to,the,animation,.,still,",",the,updated,dickensian,sensibility,of,writer,craig,0,0,correct
1,0,0,1,1,1,1,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,,,
this,insufferable,movie,is,meant,to,make,you,think,about,existential,suffering,.,instead,",",it,'ll,only,put,you,to,sleep,.,0,0,correct,,,,,,,
1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,,,,,,,,,,
a,painfully,funny,ode,to,bad,behavior,.,1,1,correct,,,,,,,,,,,,,,,,,,,,,,
1,1,1,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,
arguably,the,best,script,that,besson,has,written,in,years,.,1,1,correct,,,,,,,,,,,,,,,,,,,
1,1,1,1,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,
``,the,ring,``,is,pretty,much,an,english-language,copy,of,the,film,that,inspired,it,",",and,it,carries,the,same,strengths,and,flaws,.,1,1,correct,,,,
1,1,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,,,,,,,
warmed-over,tarantino,by,way,of,wannabe,elmore,leonard,.,0,0,correct,,,,,,,,,,,,,,,,,,,,,
1,0,1,1,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,
here,is,a,vh1,behind,the,music,special,that,has,something,a,little,more,special,behind,it,:,music,that,did,n't,sell,many,records,but,helped,change,a,nation,0,1,wrong
0,1,1,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,1,1,0,,,
a,delightful,romantic,comedy,with,plenty,of,bite,.,it,'s,far,from,a,frothy,piece,",",and,the,characters,are,complex,",",laden,with,plenty,of,baggage,and,tinged,1,1,correct
0,1,1,0,0,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,1,,,
claude,chabrol,has,here,a,thriller,without,thrills,",",but,that,'s,okay,.,1,1,correct,,,,,,,,,,,,,,,,
0,0,0,1,1,0,1,0,0,1,1,1,1,0,,,,,,,,,,,,,,,,,,,
4,friends,",",2,couples,",",2000,miles,",",and,all,the,pabst,blue,ribbon,beer,they,can,drink,-,it,'s,the,ultimate,redneck,road-trip,.,1,1,correct,,,
0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,,,,,,
blue,crush,follows,the,formula,",",but,throws,in,too,many,conflicts,to,keep,the,story,compelling,.,0,0,correct,,,,,,,,,,,,
1,1,1,1,1,0,1,1,1,1,0,0,0,0,0,0,1,0,,,,,,,,,,,,,,,
a,deeply,felt,and,vividly,detailed,story,about,newcomers,in,a,strange,new,world,.,1,1,correct,,,,,,,,,,,,,,,
1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,
marvelously,entertaining,and,deliriously,joyous,documentary,.,1,1,correct,,,,,,,,,,,,,,,,,,,,,,,
1,1,1,1,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
even,with,its,$,50-million,us,budget,",",pinocchio,never,quite,achieves,the,feel,of,a,fanciful,motion,picture,.,0,0,correct,,,,,,,,,,
1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
too,bad,kramer,could,n't,make,a,guest,appearance,to,liven,things,up,.,0,0,correct,,,,,,,,,,,,,,,,
1,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,
the,movie,tries,to,be,ethereal,",",but,ends,up,seeming,goofy,.,0,0,correct,,,,,,,,,,,,,,,,,
0,0,1,0,0,0,0,1,1,1,1,1,0,,,,,,,,,,,,,,,,,,,,
.,.,.,bright,",",intelligent,",",and,humanly,funny,film,.,1,1,correct,,,,,,,,,,,,,,,,,,
0,0,0,1,1,1,1,1,1,1,0,0,,,,,,,,,,,,,,,,,,,,,
the,superior,plotline,is,n't,quite,enough,to,drag,along,the,dead,(,water,),weight,of,the,other,.,0,0,correct,,,,,,,,,,
1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
despite,the,premise,of,a,good,story,.,.,.,it,wastes,all,its,star,power,on,cliched,or,meaningless,roles,.,0,0,correct,,,,,,,,
1,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,,,,,,,,,,,
paxton,'s,uneven,directorial,debut,fails,to,unlock,the,full,potential,of,what,is,in,many,ways,a,fresh,and,dramatically,substantial,spin,on,the,genre,.,0,0,correct,,,
1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,,,,,,
if,it,tried,to,do,anything,more,",",it,would,fail,and,perhaps,explode,",",but,at,this,level,of,manic,whimsy,",",it,is,just,about,right,.,0,1,wrong,
1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,1,1,1,1,1,0,0,0,1,1,1,1,0,,,,
witherspoon,puts,to,rest,her,valley-girl,image,",",but,it,'s,dench,who,really,steals,the,show,.,0,1,wrong,,,,,,,,,,,,
0,1,1,0,0,0,0,0,1,1,1,1,1,0,1,0,0,0,,,,,,,,,,,,,,,
for,his,first,attempt,at,film,noir,",",spielberg,presents,a,fascinating,but,flawed,look,at,the,near,future,.,1,1,correct,,,,,,,,,,
0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,,,,,,,,,,,,,
oscar,caliber,cast,does,n't,live,up,to,material,0,0,correct,,,,,,,,,,,,,,,,,,,,,
0,0,0,1,1,1,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,
humorless,",",self-conscious,art,drivel,",",made,without,a,glimmer,of,intelligence,or,invention,.,0,0,correct,,,,,,,,,,,,,,,
1,1,1,0,0,0,1,1,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,
it,'s,a,100-year,old,mystery,that,is,constantly,being,interrupted,by,elizabeth,hurley,in,a,bathing,suit,.,0,0,correct,,,,,,,,,,,
1,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,,,,,,,,,,,,,,
this,is,n't,a,movie,;,it,'s,a,symptom,.,0,0,correct,,,,,,,,,,,,,,,,,,,
1,1,1,0,0,0,0,1,1,1,0,,,,,,,,,,,,,,,,,,,,,,
well,",",it,does,go,on,forever,.,0,0,correct,,,,,,,,,,,,,,,,,,,,,,
0,0,1,1,1,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,
the,film,belongs,to,the,marvelous,verdu,",",a,sexy,slip,of,an,earth,mother,who,mourns,her,tragedies,in,private,and,embraces,life,in,public,1,1,correct,,,,
1,0,1,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,
the,most,repugnant,adaptation,of,a,classic,text,since,roland,joffé,and,demi,moore,'s,the,scarlet,letter,.,0,0,correct,,,,,,,,,,,
1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,,,,,,,,,,,,,,
the,spaniel-eyed,jean,reno,infuses,hubert,with,a,mixture,of,deadpan,cool,",",wry,humor,and,just,the,measure,of,tenderness,required,to,give,this,comic,slugfest,some,heart,.,1,1,correct
0,1,0,0,1,1,1,1,1,1,1,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,1,0,0,0,,,
too,slow,for,a,younger,crowd,",",too,shallow,for,an,older,one,.,0,0,correct,,,,,,,,,,,,,,,,
1,1,0,0,0,0,0,0,1,0,0,0,0,0,,,,,,,,,,,,,,,,,,,
that,the,e-graveyard,holds,as,many,good,ideas,as,bad,is,the,cold,comfort,that,chin,'s,film,serves,up,with,style,and,empathy,.,1,1,correct,,,,,
1,0,0,1,1,1,1,0,0,0,0,0,1,0,0,0,0,0,1,1,1,1,1,0,0,,,,,,,,
are,monsters,born,",",or,made,?,0,0,correct,,,,,,,,,,,,,,,,,,,,,,,
0,1,0,0,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
it,'s,mighty,tedious,for,the,viewer,who,has,to,contend,with,unpleasant,characters,",",hit-and-miss,performances,and,awkwardly,staged,scenes,.,0,0,correct,,,,,,,,
1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,,,,,,,,,,,
if,we,'re,to,slap,protagonist,genevieve,leplouff,because,she,'s,french,",",do,we,have,that,same,option,to,slap,her,creators,because,they,'re,clueless,and,inept,?,0,0,correct
1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,,,
although,the,level,of,the,comedy,declines,as,the,movie,proceeds,",",there,'s,no,denying,the,fun,of,watching,de,niro,and,crystal,having,fun,.,1,1,correct,,,
1,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,1,0,,,,,,
maelstrom,is,a,deliberately,unsteady,mixture,of,stylistic,elements,.,0,1,wrong,,,,,,,,,,,,,,,,,,,,
0,0,1,1,1,1,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,
[,d,],espite,its,familiar,subject,matter,",",ice,age,is,consistently,amusing,and,engrossing,.,.,.,1,1,correct,,,,,,,,,,,
0,0,0,1,1,1,0,0,0,1,0,1,1,1,1,1,0,0,0,,,,,,,,,,,,,,
it,'s,not,a,great,monster,movie,.,but,if,you,'ve,paid,a,matinee,price,and,bought,a,big,tub,of,popcorn,",",there,'s,guilty,fun,to,be,0,1,wrong
1,1,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,,,
davis,is,funny,",",charming,and,quirky,in,her,feature,film,acting,debut,as,amy,.,1,1,correct,,,,,,,,,,,,,,
0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,
.,.,.,an,agreeable,time-wasting,device,--,but,george,pal,'s,low-tech,1960,version,still,rules,the,epochs,.,0,1,wrong,,,,,,,,,,
0,0,0,1,1,1,0,0,1,1,1,0,1,0,0,1,1,1,0,0,,,,,,,,,,,,,
a,waste,of,fearless,purity,in,the,acting,craft,.,0,0,correct,,,,,,,,,,,,,,,,,,,,
1,1,1,1,1,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,
wes,craven,'s,presence,is,felt,;,not,the,craven,of,'a,nightmare,on,elm,street,',or,'the,hills,have,eyes,",",',but,the,sad,schlock,merchant,of,0,0,correct
1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,,,
it,'s,just,rather,leaden,and,dull,.,0,0,correct,,,,,,,,,,,,,,,,,,,,,,
1,1,1,1,1,1,1,0,,,,,,,,,,,,,,,,,,,,,,,,,
it,'s,a,glorious,spectacle,like,those,d,.,w,.,griffith,made,in,the,early,days,of,silent,film,.,1,1,correct,,,,,,,,,
1,0,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,,,,,,,,,,,
solaris,``,is,a,shapeless,inconsequential,move,relying,on,the,viewer,to,do,most,of,the,work,.,0,0,correct,,,,,,,,,,,,
0,1,1,1,1,1,1,1,0,0,0,0,0,0,1,0,0,0,,,,,,,,,,,,,,,
one,gets,the,impression,the,creators,of,do,n't,ask,do,n't,tell,laughed,a,hell,of,a,lot,at,their,own,jokes,.,too,bad,none,of,it,is,0,0,correct
0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,,,
while,it,'s,all,quite,tasteful,to,look,at,",",the,attention,process,tends,to,do,a,little,fleeing,of,its,own,.,0,0,correct,,,,,,,
1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,,,,,,,,,,
a,well-intentioned,effort,that,'s,still,too,burdened,by,the,actor,'s,offbeat,sensibilities,for,the,earnest,emotional,core,to,emerge,with,any,degree,of,accessibility,.,0,0,correct,,,
1,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,,,,,,
extreme,oops,-,oops,",",ops,",",no,matter,how,you,spell,it,",",it,'s,still,a,mistake,to,go,see,it,.,0,0,correct,,,,,,
1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,,,,,,,,,
a,feature-length,",",r-rated,",",road-trip,version,of,mama,'s,family,.,0,0,correct,,,,,,,,,,,,,,,,,,
0,1,1,1,1,1,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,
delirious,fun,.,1,1,correct,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
many,of,benjamins,',elements,feel,like,they,'ve,been,patched,in,from,an,episode,of,miami,vice,.,0,0,correct,,,,,,,,,,,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,
beautiful,",",cold,",",oddly,colorful,and,just,plain,otherworldly,",",a,freaky,bit,of,art,that,'s,there,to,scare,while,we,delight,in,the,images,.,0,1,wrong,,
1,1,1,1,1,1,1,1,1,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,,,,,
one,of,the,smarter,offerings,the,horror,genre,has,produced,in,recent,memory,",",even,if,it,'s,far,tamer,than,advertised,.,1,1,correct,,,,,,,
1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,,,,,,,,,,
the,chateau,.,.,.,is,less,concerned,with,cultural,and,political,issues,than,doting,on,its,eccentric,characters,.,0,0,correct,,,,,,,,,,
0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
what,[,denis,],accomplishes,in,his,chilling,",",unnerving,film,is,a,double,portrait,of,two,young,women,whose,lives,were,as,claustrophic,",",suffocating,and,chilly,as,the,1,1,correct
1,0,0,0,1,1,1,1,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,,,
this,is,an,undeniably,intriguing,film,from,an,adventurous,young,talent,who,finds,his,inspiration,on,the,fringes,of,the,american,underground,.,1,1,correct,,,,,,,
1,1,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,,,,,,,,,
everything,you,loved,about,it,in,1982,is,still,there,",",for,everybody,who,wants,to,be,a,kid,again,",",or,show,it,to,their,own,kids,.,1,1,correct,
1,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,,,,
try,as,you,might,to,scrutinize,the,ethics,of,kaufman,'s,approach,",",somehow,it,all,comes,together,to,create,a,very,compelling,",",sensitive,",",intelligent,and,almost,cohesive,1,1,correct
0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,0,1,0,1,0,1,1,,,
a,startling,and,fresh,examination,of,how,the,bike,still,remains,an,ambiguous,icon,in,chinese,society,.,1,1,correct,,,,,,,,,,,,
1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,
an,afterschool,special,without,the,courage,of,its,convictions,.,0,0,correct,,,,,,,,,,,,,,,,,,,,
1,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,
you,really,have,to,wonder,how,on,earth,anyone,",",anywhere,could,have,thought,they,'d,make,audiences,guffaw,with,a,script,as,utterly,diabolical,as,this,.,0,0,correct,,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,0,0,,,,,
mckay,seems,embarrassed,by,his,own,invention,and,tries,to,rush,through,the,intermediary,passages,",",apparently,hoping,that,the,audience,will,not,notice,the,glaring,triteness,of,the,plot,0,0,correct
0,0,1,0,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,,,
poignant,and,moving,",",a,walk,to,remember,is,an,inspirational,love,story,",",capturing,the,innocence,and,idealism,of,that,first,encounter,.,1,1,correct,,,,,,
1,0,1,1,1,1,0,0,1,1,1,0,0,0,1,1,1,0,0,0,0,0,0,0,,,,,,,,,
once,again,",",director,jackson,strikes,a,rewarding,balance,between,emotion,on,the,human,scale,and,action/effects,on,the,spectacular,scale,.,1,1,correct,,,,,,,,
0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,,,,,,,,,,,
there,'s,a,thin,line,between,likably,old-fashioned,and,fuddy-duddy,",",and,the,count,of,monte,cristo,.,.,.,never,quite,settles,on,either,side,.,0,0,correct,,,
1,0,0,1,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,0,0,0,0,,,,,,
two,hours,of,junk,.,0,0,correct,,,,,,,,,,,,,,,,,,,,,,,,,
0,1,1,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
the,ring,just,left,me,cold,and,wet,like,i,was,out,in,the,seattle,drizzle,without,rainwear,.,0,0,correct,,,,,,,,,,,
0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,1,0,0,,,,,,,,,,,,,,
the,lead,actors,share,no,chemistry,or,engaging,charisma,.,we,do,n't,even,like,their,characters,.,0,0,correct,,,,,,,,,,,,
1,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,,,,,,,,,,,,,,,
a,pale,xerox,of,other,",",better,crime,movies,.,0,0,correct,,,,,,,,,,,,,,,,,,,,
0,1,1,1,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,
this,romantic/comedy,asks,the,question,how,much,souvlaki,can,you,take,before,indigestion,sets,in,.,0,0,correct,,,,,,,,,,,,,,
1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,
jacquot,'s,strategy,allows,his,cast,the,benefit,of,being,able,to,give,full,performances,.,.,.,while,demonstrating,vividly,that,the,beauty,and,power,of,the,opera,reside,1,1,correct
0,0,1,1,1,1,1,1,1,0,0,0,0,1,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,,,
a,conventional,but,heartwarming,tale,.,1,1,correct,,,,,,,,,,,,,,,,,,,,,,,,
0,1,1,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
the,film,has,too,many,spots,where,it,'s,on,slippery,footing,",",but,is,acceptable,entertainment,for,the,entire,family,and,one,that,'s,especially,fit,for,the,kiddies,1,0,wrong
1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,,,
get,out,your,pooper-scoopers,.,0,0,correct,,,,,,,,,,,,,,,,,,,,,,,,,
0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
there,is,a,beautiful,",",aching,sadness,to,it,all,.,paul,cox,needed,to,show,it,.,it,is,up,to,you,to,decide,if,you,need,to,see,1,1,correct
1,1,1,1,1,1,1,0,0,0,0,0,0,1,1,1,1,0,1,1,1,1,1,0,0,0,0,0,0,0,,,
if,the,full,monty,was,a,freshman,fluke,",",lucky,break,is,[,cattaneo,],sophomore,slump,.,0,0,correct,,,,,,,,,,,,
